,Duration (in seconds),Gender,Age,Location,Education,Triplet,Complexity,Condition,P(A1),P(A2),P(A3),P(¬A1),P(¬A2),P(¬A3),P(A2|A1),P(A2|¬A1),P(¬A2|A1),P(¬A2|¬A1),P(A1 ∩ A2),P(A1 ∩ ¬A2),P(¬A1 ∩ A2),P(¬A1 ∩ ¬A2),P(A1 ∪ A2),P(A1 ∪ ¬A2),P(¬A1 ∪ A2),P(¬A1 ∪ ¬A2),P(A3|A2),P(A3|¬A2),P(¬A3|A2),P(¬A3|¬A2),P(A2 ∩ A3),P(A2 ∩ ¬A3),P(¬A2 ∩ A3),P(¬A2 ∩ ¬A3),P(A2 ∪ A3),P(A2 ∪ ¬A3),P(¬A2 ∪ A3),P(¬A2 ∪ ¬A3),P(A1|A3),P(A1|¬A3),P(¬A1|A3),P(¬A1|¬A3),P(A3 ∩ A1),P(A3 ∩ ¬A1),P(¬A3 ∩ A1),P(¬A3 ∩ ¬A1),P(A3 ∪ A1),P(A3 ∪ ¬A1),P(¬A3 ∪ A1),P(¬A3 ∪ ¬A1),P(A1|A2),P(¬A1|A2),P(A1|¬A2),P(¬A1|¬A2),P(A2 ∩ A1),P(¬A2 ∩ A1),P(A2 ∩ ¬A1),P(¬A2 ∩ ¬A1),P(A2 ∪ A1),P(¬A2 ∪ A1),P(A2 ∪ ¬A1),P(¬A2 ∪ ¬A1),P(A2|A3),P(¬A2|A3),P(A2|¬A3),P(¬A2|¬A3),P(A3 ∩ A2),P(¬A3 ∩ A2),P(A3 ∩ ¬A2),P(¬A3 ∩ ¬A2),P(A3 ∪ A2),P(¬A3 ∪ A2),P(A3 ∪ ¬A2),P(¬A3 ∪ ¬A2),P(A3|A1),P(¬A3|A1),P(A3|¬A1),P(¬A3|¬A1),P(A1 ∩ A3),P(¬A1 ∩ A3),P(A1 ∩ ¬A3),P(¬A1 ∩ ¬A3),P(A1 ∪ A3),P(¬A1 ∪ A3),P(A1 ∪ ¬A3),P(¬A1 ∪ ¬A3),CRT Score,Pay,A1,A2,A3
242,935,Female,45-54,Illinois,Senior (4 years of college),1,High,T1 HC,53,55,35,57,61,61,69,27,53,53,56,47,40,49,67,54,52,65,59,42,44,55,44,59,29,52,69,70,53,64,70,36,42,61,46,39,67,52,63,39,54,71,60,47,44,66,54,52,52,52,70,53,57,52,63,45,52,60,47,55,48,53,68,52,52,55,56,52,43,52,52,48,57,48,71,53,61,54,2,About right,Ohio,Michigan,Missouri
243,477,Male,45-54,California,Senior (4 years of college),1,High,T1 HC,88,77,85,80,85,92,83,83,84,93,93,87,87,92,68,76,80,100,83,79,70,83,88,80,87,88,79,94,77,83,83,82,85,86,86,98,84,89,68,92,99,85,79,81,79,79,85,81,84,86,81,90,91,78,82,77,87,79,81,79,83,86,85,79,82,83,80,78,85,78,82,79,83,82,82,81,75,85,1,Fairly generous,Ohio,Michigan,Missouri
244,974,Male,35-44,Pennsylvania,Senior (4 years of college),1,High,T1 HC,71,72,71,38,30,27,70,68,32,35,80,42,71,25,70,58,60,28,69,72,33,37,77,43,42,30,79,47,57,17,70,65,36,37,79,45,56,29,72,57,53,22,73,49,49,38,76,45,65,30,80,57,60,17,82,39,78,36,96,54,46,8,85,58,54,13,71,35,74,30,86,55,58,22,82,58,44,12,0,About right,Ohio,Michigan,Missouri
245,1223,Female,25-34,Virginia,Senior (4 years of college),1,High,T1 HC,60,48,70,40,52,30,47,60,46,40,48,60,54,54,55,60,55,60,70,65,40,53,45,45,65,45,60,48,65,58,55,54,52,46,45,55,47,47,78,78,48,54,60,52,48,60,47,55,48,45,52,55,65,60,55,57,48,65,40,40,60,40,70,48,60,54,75,35,70,47,40,60,40,45,70,70,47,55,2,Inadequate,Ohio,Michigan,Missouri
246,564,Male,25-34,Florida,Senior (4 years of college),1,High,T1 HC,45,45,45,55,55,55,45,45,55,55,45,50,50,55,45,50,50,55,45,45,55,55,45,50,50,55,45,50,50,55,45,45,55,55,45,50,50,55,45,50,50,55,45,55,45,55,45,50,50,55,45,50,50,55,45,55,45,55,45,45,45,55,45,50,50,55,45,55,45,55,45,45,50,55,45,50,50,55,3,About right,Ohio,Michigan,Missouri
247,1289,Male,25-34,New York,Senior (4 years of college),1,High,T1 HC,41,58,68,61,65,43,44,62,62,57,58,58,65,57,50,57,63,61,61,63,60,42,60,47,54,60,60,59,63,42,63,71,66,65,56,62,59,60,55,57,60,56,59,61,55,62,69,69,70,63,71,43,60,64,72,55,61,60,61,65,71,47,61,43,65,58,58,64,61,60,65,67,64,67,62,71,38,66,3,About right,Ohio,Michigan,Missouri
248,617,Male,25-34,Illinois,High School,1,High,T1 HC,71,23,75,29,76,25,76,37,74,79,20,75,23,64,82,80,85,64,33,30,23,75,14,33,84,34,68,37,39,63,40,75,78,66,27,79,65,20,76,27,26,66,66,18,89,65,72,76,21,18,71,69,68,71,65,76,79,22,61,70,87,22,86,32,84,37,21,78,70,27,81,82,70,80,61,70,29,32,0,About right,Ohio,Michigan,Missouri
249,588,Male,25-34,North Carolina,Masters,1,High,T1 HC,91,75,82,55,35,59,74,84,60,69,72,70,33,67,58,69,43,54,74,80,56,63,60,76,40,57,64,65,61,50,71,73,59,74,67,70,61,58,68,74,43,47,81,71,74,58,77,45,61,45,93,45,72,45,79,71,57,42,77,63,72,65,80,49,69,68,72,47,60,68,81,61,84,70,72,67,69,58,2,Fairly generous,Ohio,Michigan,Missouri
250,1438,Female,25-34,Florida,Freshman (1 year of college),1,High,T1 HC,72,38,66,37,23,23,33,30,65,65,30,40,28,67,36,81,26,66,68,63,53,65,27,64,73,71,64,35,64,63,78,39,54,57,66,36,67,67,68,73,66,75,40,26,74,76,24,60,32,84,35,69,35,80,35,39,31,75,19,34,54,74,35,34,37,36,67,51,72,77,76,84,70,69,79,72,79,72,1,About right,Ohio,Michigan,Missouri
251,1043,Male,35-44,North Carolina,Senior (4 years of college),1,High,T1 HC,50,40,60,50,60,40,40,40,60,60,40,50,40,50,50,60,50,60,60,60,40,40,40,30,60,40,60,40,60,60,50,50,50,50,50,50,50,40,60,60,50,50,50,50,50,50,40,50,40,60,50,60,50,60,40,60,40,60,40,40,60,40,60,40,60,60,60,40,60,40,50,50,40,40,60,60,50,50,3,About right,Ohio,Michigan,Missouri
252,655,Male,45-54,Florida,Senior (4 years of college),1,High,T1 HC,52,50,50,50,50,50,50,50,50,50,50,50,50,50,64,60,60,60,50,50,50,50,50,50,50,50,64,57,56,60,50,50,50,50,50,50,50,50,62,60,56,63,50,50,50,50,41,43,42,42,58,42,59,62,50,50,50,50,44,45,43,40,58,44,57,59,50,50,50,50,40,41,42,43,57,56,58,61,2,About right,Ohio,Michigan,Missouri
253,656,Male,35-44,California,Senior (4 years of college),1,High,T1 HC,78,75,59,70,76,79,72,72,83,67,73,74,71,71,72,71,70,69,70,79,78,86,83,74,74,74,70,80,87,75,77,72,74,70,68,73,73,79,71,80,71,74,80,73,89,78,83,72,79,66,77,74,76,68,73,70,73,75,73,73,70,71,73,73,72,78,81,78,71,70,71,74,72,83,74,75,77,80,0,About right,Ohio,Michigan,Missouri
254,1195,Male,45-54,Ohio,Sophomore (2 years of college),1,High,T1 HC,53,13,85,47,85,16,23,3,77,97,11,53,9,46,65,94,58,92,90,88,3,13,7,2,85,7,89,19,98,7,55,40,46,70,46,47,3,7,94,91,60,54,76,35,51,49,4,49,8,45,66,92,57,86,16,82,6,93,37,2,81,8,90,31,92,87,91,7,87,19,41,44,6,11,94,92,60,58,2,About right,Ohio,Michigan,Missouri
255,1492,Male,16-24,South Carolina,High School,1,High,T1 HC,24,82,41,75,34,61,30,42,31,67,32,36,84,58,65,59,38,88,86,25,29,79,68,15,52,37,94,34,33,36,66,31,64,69,73,82,20,25,64,64,36,16,31,71,29,70,33,33,65,62,78,33,55,79,33,77,44,77,65,24,27,67,92,68,29,38,70,26,82,20,69,73,39,66,60,36,32,86,2,About right,Ohio,Michigan,Missouri
256,520,Female,35-44,Connecticut,Senior (4 years of college),1,High,T1 HC,71,62,84,20,39,19,69,48,42,60,52,52,33,34,81,63,52,56,61,60,20,40,58,8,54,17,92,51,91,50,82,42,15,45,60,45,24,13,90,89,68,47,61,37,54,46,52,45,45,31,64,62,52,51,55,43,46,52,55,28,51,25,87,42,83,44,72,32,62,45,55,41,15,17,88,85,22,45,2,About right,Ohio,Michigan,Missouri
257,1228,Female,45-54,Georgia,Masters,1,High,T1 HC,92,84,97,37,44,42,90,34,38,73,94,86,32,38,100,91,88,70,76,100,85,72,85,86,89,93,29,83,78,85,97,94,71,43,84,90,91,32,82,87,97,34,68,90,30,78,93,88,96,96,87,83,84,36,37,90,90,97,33,94,85,37,90,84,85,95,36,94,40,74,88,82,40,88,86,97,84,80,1,Fairly generous,Ohio,Michigan,Missouri
258,1858,Male,25-34,Alabama,Senior (4 years of college),1,High,T1 HC,64,68,65,92,97,96,60,44,94,97,39,68,76,96,43,77,81,96,41,61,97,96,65,85,74,97,56,77,72,98,64,45,92,96,60,82,81,96,53,81,73,98,42,94,42,98,41,79,82,94,40,82,70,94,43,95,40,96,38,71,81,96,41,76,80,94,38,96,44,95,40,82,84,98,40,79,82,99,1,About right,Ohio,Michigan,Missouri
259,1830,Male,25-34,New Jersey,Senior (4 years of college),1,High,T1 HC,95,94,96,93,97,91,100,94,98,93,97,100,94,94,95,95,91,93,95,98,93,94,94,95,97,93,96,94,90,95,96,91,95,92,95,97,96,95,94,96,95,93,95,95,96,97,95,94,89,95,91,91,95,89,97,94,95,98,93,91,97,97,92,90,91,90,97,97,97,99,93,94,92,93,94,91,90,100,2,Fairly generous,Ohio,Michigan,Missouri
260,581,Male,16-24,New York,Junior (3 years of college),1,High,T1 HC,65,61,61,37,42,40,60,45,40,55,61,56,39,44,68,62,42,44,64,46,45,55,67,45,45,40,67,57,42,43,70,57,40,55,63,44,54,40,71,42,56,38,66,43,64,56,71,54,42,33,69,68,46,39,62,54,54,48,69,48,46,39,66,56,55,39,70,55,56,56,71,45,60,34,68,39,67,36,3,About right,Ohio,Michigan,Missouri
261,1261,Male,35-44,Pennsylvania,High School,1,High,T1 HC,54,33,30,46,66,70,52,33,50,70,30,70,40,48,53,75,46,76,60,63,40,60,30,25,60,60,65,30,75,75,55,42,40,48,54,50,60,45,64,60,70,46,80,20,52,50,47,68,40,48,55,66,34,68,35,55,20,80,43,30,65,48,57,48,66,68,75,45,20,81,55,49,50,41,66,57,60,41,3,About right,Ohio,Michigan,Missouri
262,842,Male,35-44,Arizona,Junior (3 years of college),1,High,T1 HC,69,50,79,40,50,26,59,50,47,50,56,55,45,45,40,60,44,50,66,40,31,41,53,43,61,30,50,44,43,50,50,55,50,41,59,46,39,30,42,50,41,35,61,41,60,37,58,70,54,22,63,65,53,48,55,66,59,39,41,55,76,28,56,36,71,59,68,57,61,30,72,42,52,5,55,54,41,44,1,About right,Ohio,Michigan,Missouri
263,633,Male,25-34,Texas,Masters,1,High,T1 HC,92,94,83,80,93,88,91,90,94,93,92,81,91,94,78,94,89,80,91,90,88,95,81,81,79,84,85,84,93,85,83,94,92,82,91,92,93,91,94,86,90,91,89,92,92,88,85,93,96,87,83,80,83,92,89,89,92,93,93,89,90,92,82,91,93,94,91,91,92,83,93,82,81,92,84,93,92,84,0,Fairly generous,Ohio,Michigan,Missouri
264,1446,Female,35-44,Colorado,Senior (4 years of college),1,High,T1 HC,63,71,61,46,47,45,60,48,48,53,50,50,50,47,41,47,57,46,48,47,48,52,48,50,48,50,47,48,47,45,41,43,48,55,50,54,48,53,50,48,45,47,55,58,52,58,46,46,54,49,44,45,45,55,47,46,56,54,47,52,46,47,47,56,53,48,58,47,57,57,47,50,45,58,46,55,45,55,0,About right,Ohio,Michigan,Missouri
265,660,Male,35-44,Texas,Masters,1,High,T1 HC,35,78,90,82,68,80,81,37,86,35,83,80,86,75,86,89,84,73,74,82,83,83,90,80,81,80,78,87,33,85,76,75,83,74,90,82,82,27,82,78,80,83,82,84,83,86,91,66,94,67,91,84,86,25,86,32,89,83,94,70,38,95,89,86,85,84,95,27,85,84,88,78,90,91,84,96,89,87,0,Fairly generous,Ohio,Michigan,Missouri
266,877,Male,25-34,Florida,High School,1,High,T1 HC,82,77,68,65,59,87,88,87,95,55,17,30,67,68,66,89,82,61,34,80,67,68,66,81,83,87,65,71,68,90,75,35,79,65,71,33,16,88,82,79,85,69,91,71,32,91,71,32,72,84,84,88,70,24,17,33,82,77,75,34,75,64,71,91,31,88,62,69,88,66,71,62,33,70,82,33,61,34,0,About right,Ohio,Michigan,Missouri
267,1009,Male,25-34,Connecticut,Senior (4 years of college),1,High,T1 HC,64,69,41,78,70,65,92,31,67,80,86,76,92,36,74,73,81,65,70,71,73,79,80,67,41,90,86,46,65,86,73,69,32,69,80,90,81,86,92,80,84,87,67,78,93,72,66,80,31,73,86,76,75,78,78,72,72,78,70,87,30,93,27,85,79,82,68,39,90,61,73,33,85,81,78,87,65,72,1,Fairly generous,Ohio,Michigan,Missouri
268,817,Male,25-34,Pennsylvania,Senior (4 years of college),1,High,T1 HC,60,10,93,40,90,7,10,0,85,100,4,54,7,35,60,94,41,96,100,91,0,8,5,0,88,7,92,3,98,95,64,8,37,92,56,25,0,5,97,94,68,43,100,0,56,43,5,56,5,37,63,96,42,97,5,94,0,100,6,3,94,5,95,8,97,95,100,0,84,15,58,35,4,4,95,95,63,42,3,About right,Ohio,Michigan,Missouri
269,1418,Female,35-44,New York,Freshman (1 year of college),1,High,T1 HC,71,71,72,30,31,31,79,60,19,40,68,50,50,9,80,60,80,67,79,60,19,36,71,50,50,9,90,79,61,64,79,60,17,41,61,50,50,20,71,61,60,71,81,15,50,31,62,50,44,19,92,46,75,50,81,8,60,30,62,41,50,19,90,80,73,25,85,19,50,32,62,40,40,20,81,81,85,26,2,About right,Ohio,Michigan,Missouri
270,758,Female,25-34,California,Senior (4 years of college),1,High,T1 HC,85,71,69,66,76,62,66,67,72,31,72,68,69,64,72,62,90,77,73,78,78,75,66,64,73,70,80,72,92,75,79,59,69,67,73,71,66,67,66,71,76,69,90,99,76,77,75,73,73,63,75,75,78,74,75,76,81,64,85,77,77,71,74,81,73,86,96,60,75,78,71,71,80,72,68,78,73,81,0,About right,Ohio,Michigan,Missouri
271,1724,Female,35-44,Illinois,Senior (4 years of college),1,High,T1 HC,50,50,50,50,50,50,50,50,50,50,50,50,50,50,54,53,52,51,50,50,50,50,50,50,50,50,50,52,47,52,50,50,50,50,50,50,50,50,48,47,51,50,54,53,52,55,47,46,47,52,45,47,50,54,54,45,55,53,53,46,46,46,54,47,47,54,54,52,52,52,52,45,46,51,54,47,47,50,2,About right,Ohio,Michigan,Missouri
272,972,Female,25-34,Florida,Senior (4 years of college),1,High,T1 HC,66,54,55,42,62,57,81,67,47,61,75,50,61,21,76,29,44,29,82,65,66,58,77,53,66,35,72,33,42,45,71,45,75,39,85,58,37,71,69,47,53,46,83,38,34,39,78,63,42,41,79,48,48,45,78,56,57,25,81,43,41,70,78,50,42,38,87,48,58,24,87,39,40,32,72,66,42,59,1,About right,Ohio,Michigan,Missouri
273,1276,Male,16-24,Texas,Junior (3 years of college),1,High,T1 HC,66,59,62,38,40,44,70,50,40,80,75,42,35,71,42,61,31,31,80,31,42,72,64,32,49,32,31,68,40,69,28,44,33,77,37,35,32,38,30,73,36,34,61,35,31,74,74,66,30,27,73,32,54,75,70,75,30,91,71,72,71,82,79,63,61,64,76,71,80,74,78,40,67,33,61,38,73,66,2,About right,Ohio,Michigan,Missouri
274,1686,Male,35-44,Virginia,Senior (4 years of college),1,High,T1 HC,60,39,44,44,59,62,69,52,65,51,63,60,57,57,65,55,58,57,52,65,54,61,57,57,57,62,57,55,53,58,52,66,56,66,56,58,61,63,55,59,60,59,57,58,60,58,46,61,54,51,62,61,46,52,53,56,59,53,40,55,55,47,47,55,50,56,61,62,52,60,60,55,63,55,63,53,55,49,2,About right,Ohio,Michigan,Missouri
275,739,Male,25-34,Indiana,High School,1,High,T1 HC,72,61,77,25,44,75,74,40,76,95,77,35,20,17,85,98,57,67,46,67,67,69,74,43,72,66,63,57,65,69,67,66,69,40,75,37,74,74,97,47,84,44,67,10,70,46,73,78,4,25,93,92,50,54,76,37,46,73,73,40,76,32,85,70,72,67,78,62,39,75,75,24,71,11,95,26,81,36,2,About right,Ohio,Michigan,Missouri
276,2410,Male,25-34,Illinois,Masters,1,High,T1 HC,67,72,77,44,61,39,62,36,68,34,71,40,55,39,64,65,33,36,58,37,75,40,55,41,37,33,64,38,66,73,45,41,63,41,64,58,38,37,61,61,36,31,60,36,36,31,36,57,51,62,66,66,63,31,63,45,39,37,63,36,42,41,63,33,66,34,63,57,39,31,64,36,30,37,67,29,43,34,3,Fairly generous,Ohio,Michigan,Missouri
277,1267,Female,55-64,Ohio,Masters,1,High,T1 HC,60,71,58,80,82,81,62,39,61,84,33,59,77,100,5,31,60,100,81,57,62,83,0,58,42,100,0,40,35,100,69,53,63,85,0,71,7,100,0,62,38,100,0,62,0,100,0,10,61,100,0,56,65,100,1,46,25,100,0,19,38,96,0,32,29,100,2,40,59,94,0,58,17,100,0,64,22,100,0,Fairly generous,Ohio,Michigan,Missouri
278,2647,Male,45-54,Alabama,Senior (4 years of college),1,High,T1 HC,92,98,98,81,58,53,96,91,62,48,100,86,91,64,100,86,88,75,92,84,45,54,97,89,95,60,97,89,87,67,100,95,56,55,100,76,83,59,98,86,83,65,96,69,96,74,94,98,72,72,98,96,72,67,97,68,96,67,98,93,70,73,98,95,76,65,100,88,100,63,99,96,81,71,100,99,69,69,0,Fairly generous,Ohio,Michigan,Missouri
279,420210,Female,25-34,New York,Senior (4 years of college),1,High,T1 HC,50,50,50,44,44,38,59,59,43,61,40,41,44,39,32,42,47,61,49,50,49,64,38,49,47,56,55,50,62,71,57,42,46,55,49,50,51,46,58,55,50,46,43,47,43,50,38,41,47,27,43,50,54,65,62,50,48,54,40,37,32,35,55,58,50,57,53,44,48,45,35,34,33,34,46,36,57,54,2,About right,Ohio,Michigan,Missouri
280,2578,Male,25-34,Alabama,Senior (4 years of college),1,High,T1 HC,43,46,47,80,62,58,44,89,82,48,47,50,49,86,33,48,50,70,39,45,86,89,35,47,48,89,43,53,52,83,38,46,72,92,49,50,50,90,37,47,50,89,44,50,50,90,43,50,46,91,40,50,50,50,46,50,50,92,28,50,47,90,34,49,50,94,50,50,50,91,36,47,46,92,50,50,50,90,2,About right,Ohio,Michigan,Missouri
281,3314,Male,25-34,Delaware,Senior (4 years of college),1,High,T1 HC,70,90,81,72,61,62,60,70,40,65,85,56,65,55,70,75,75,76,100,65,60,85,65,65,60,65,85,65,60,75,91,70,40,80,75,60,64,60,75,80,81,65,85,80,70,71,70,63,81,85,81,66,60,60,80,71,90,76,60,70,85,60,80,70,71,55,81,75,65,75,75,70,64,65,66,60,61,55,0,Fairly generous,Ohio,Michigan,Missouri
282,1088,Male,45-54,Tennessee,Senior (4 years of college),1,High,T1 HC,37,50,50,63,51,50,19,22,81,90,7,21,29,99,23,93,93,100,82,65,34,24,33,2,96,21,97,0,100,91,15,31,86,87,53,97,2,6,98,95,0,91,43,84,0,82,5,48,7,88,19,99,91,99,12,90,30,93,33,6,94,3,98,1,100,99,94,0,95,6,2,93,0,3,98,100,11,83,3,About right,Ohio,Michigan,Missouri
283,1178,Male,16-24,Colorado,Masters,1,High,T1 HC,89,91,85,80,94,96,93,82,82,93,45,64,85,37,56,67,62,59,85,91,89,90,81,73,71,76,84,72,68,69,83,85,89,88,55,82,79,87,67,73,57,66,48,68,62,72,69,44,67,66,69,61,60,68,72,74,57,66,73,78,47,78,71,47,72,56,58,65,76,64,54,90,85,67,54,68,81,81,0,Fairly generous,Ohio,Michigan,Missouri
284,1023,Male,35-44,Alabama,Senior (4 years of college),1,High,T1 HC,66,75,26,84,63,38,74,16,25,82,96,20,25,76,69,89,3,34,66,34,25,37,22,24,70,75,12,67,82,33,68,72,69,31,73,29,76,74,21,27,74,91,80,81,72,78,71,72,76,30,20,25,75,75,68,80,71,70,76,75,69,23,25,71,8,72,20,20,32,28,25,29,25,63,27,24,78,71,0,About right,Ohio,Michigan,Missouri
285,298,Male,25-34,Wisconsin,High School,1,High,T1 HC,81,69,77,74,81,85,71,74,67,74,68,63,69,70,84,61,67,81,75,99,37,83,62,74,67,73,68,72,73,86,93,68,87,68,71,86,68,83,69,68,87,65,62,85,67,36,84,78,93,76,67,77,73,62,64,39,68,68,79,82,66,77,59,66,65,45,81,75,73,62,77,76,69,42,57,63,68,67,2,About right,Ohio,Michigan,Missouri
286,873,Female,25-34,Nevada,Senior (4 years of college),1,High,T1 HC,61,80,62,68,41,77,41,84,61,57,67,69,76,81,77,66,85,81,59,41,82,65,81,64,75,77,67,73,79,76,79,60,69,93,67,61,64,78,61,58,75,72,73,69,69,77,70,94,81,67,68,85,87,73,72,62,81,62,83,88,77,79,81,78,87,68,83,62,79,86,80,78,85,82,71,63,79,81,0,Fairly generous,Ohio,Michigan,Missouri
287,730,Male,35-44,Illinois,Senior (4 years of college),1,High,T1 HC,61,41,51,40,75,40,43,35,60,66,40,61,50,66,60,56,61,56,60,70,30,40,35,45,77,63,65,58,81,77,77,40,50,40,60,80,38,40,58,70,36,50,61,59,50,55,50,56,39,45,50,50,39,76,50,60,40,60,45,19,85,45,56,9,75,55,55,30,76,24,55,70,25,30,50,70,65,50,3,About right,Ohio,Michigan,Missouri
288,617,Male,25-34,Colorado,Masters,1,High,T1 HC,70,76,80,89,68,74,91,77,77,82,82,81,66,80,81,74,79,81,85,82,82,71,76,81,80,77,77,77,79,81,78,82,69,80,76,91,85,82,90,82,79,88,84,71,82,79,81,78,73,74,86,76,81,74,79,77,85,87,76,77,94,88,86,89,75,81,84,75,76,87,81,76,78,79,80,78,78,90,0,About right,Ohio,Michigan,Missouri
289,695,Male,25-34,Florida,Senior (4 years of college),1,High,T1 HC,55,30,80,45,70,20,40,20,65,85,15,45,29,60,35,90,60,90,95,75,5,35,20,1,60,10,70,20,99,85,58,10,44,95,30,60,2,5,75,90,35,55,80,30,50,60,10,40,10,55,50,90,60,95,20,80,2,97,7,75,70,19,80,20,95,80,90,4,70,25,30,40,9,20,91,90,25,65,3,About right,Ohio,Michigan,Missouri
290,835,Male,35-44,Georgia,Senior (4 years of college),1,High,T1 HC,61,37,54,34,39,38,40,60,61,38,38,43,60,38,37,40,62,65,40,63,45,40,39,36,58,60,42,38,61,63,58,53,41,46,42,43,56,43,41,58,40,35,54,41,41,38,43,53,43,44,47,54,44,41,54,42,52,43,46,47,44,54,46,55,56,41,45,58,59,37,55,42,55,55,43,45,57,44,0,Fairly generous,Ohio,Michigan,Missouri
291,775,Female,45-54,California,Senior (4 years of college),1,High,T1 HC,71,63,39,28,37,58,67,48,42,55,56,43,55,44,82,60,68,68,60,45,57,67,63,67,34,46,78,68,47,59,69,53,40,59,55,26,65,44,75,55,74,61,79,44,45,60,58,44,45,40,75,53,68,53,74,40,52,53,48,56,43,41,65,77,55,60,71,55,40,65,59,41,44,38,62,56,61,69,3,About right,Ohio,Michigan,Missouri
292,1351,Female,45-54,Minnesota,High School,1,High,T1 HC,82,91,91,22,25,27,88,43,79,15,72,40,35,24,86,63,42,20,91,94,59,19,92,43,56,19,90,61,27,20,92,46,54,21,90,71,35,24,92,64,42,19,92,73,27,17,92,30,67,26,90,29,64,20,89,62,15,21,86,26,61,19,91,31,70,20,90,65,36,18,89,32,64,20,92,32,63,20,0,Fairly generous,Ohio,Michigan,Missouri
293,710,Male,35-44,California,Masters,1,High,T1 HC,55,34,50,55,79,74,73,43,69,68,59,54,45,68,70,56,67,63,58,71,50,63,66,62,77,48,50,31,71,82,33,40,63,70,57,54,56,80,70,67,70,50,46,50,60,69,30,52,50,58,47,49,31,87,28,69,61,73,47,42,70,85,58,50,72,62,69,50,31,82,50,50,52,66,66,50,50,80,2,Fairly generous,Ohio,Michigan,Missouri
294,1139,Male,35-44,New York,Senior (4 years of college),1,High,T1 HC,41,30,47,71,70,60,58,22,53,90,27,34,29,69,37,60,42,75,41,45,38,78,30,40,46,65,39,46,62,90,53,14,46,86,36,60,17,63,41,60,42,64,55,39,14,91,14,43,43,88,39,86,75,96,39,62,8,96,30,4,71,62,46,25,91,59,78,29,41,70,39,74,6,57,42,95,27,71,1,About right,Ohio,Michigan,Missouri
295,853,Male,55-64,Pennsylvania,Junior (3 years of college),1,High,T1 HC,60,45,75,40,55,25,45,25,55,85,40,55,30,50,63,65,50,47,80,75,20,30,40,30,60,40,50,40,50,50,60,30,40,75,65,40,40,35,70,50,50,35,85,20,50,45,50,60,20,50,57,75,50,52,45,55,30,75,45,20,55,50,55,45,75,55,75,25,30,50,75,40,35,25,75,55,65,35,3,About right,Ohio,Michigan,Missouri
296,658,Male,55-64,California,Masters,1,High,T1 HC,50,9,15,50,91,67,40,50,60,77,26,42,9,76,23,96,19,96,50,50,64,50,33,4,40,84,25,68,97,100,50,50,61,50,36,40,40,82,14,85,95,100,61,87,10,96,6,35,11,96,8,98,96,97,14,87,3,99,14,10,38,95,5,5,99,99,72,76,34,98,5,44,16,97,29,16,17,99,2,About right,Ohio,Michigan,Missouri
297,814,Male,25-34,Tennessee,Senior (4 years of college),1,High,T1 HC,71,58,26,92,85,87,85,82,84,32,68,76,78,74,74,70,75,77,27,83,85,78,80,37,73,44,71,43,80,77,10,81,83,84,42,51,58,77,68,67,69,86,78,79,83,76,67,46,64,65,42,63,39,60,78,78,81,77,44,63,39,48,61,43,41,49,80,83,75,76,70,63,46,43,43,66,62,46,3,Fairly generous,Ohio,Michigan,Missouri
298,523,Female,25-34,California,Junior (3 years of college),1,High,T1 HC,35,59,40,77,35,60,29,58,60,62,30,40,60,45,57,56,48,66,64,37,41,57,30,54,44,54,47,53,54,67,55,59,37,60,36,56,60,54,57,47,48,61,55,44,54,66,27,55,59,57,57,66,57,67,46,51,46,61,24,55,46,53,44,55,54,68,44,47,42,67,26,47,47,56,55,53,63,66,0,About right,Ohio,Michigan,Missouri
299,1307,Male,25-34,Oregon,Senior (4 years of college),1,High,T1 HC,81,72,72,73,66,73,74,78,81,81,83,82,85,71,76,81,83,83,75,76,71,82,81,82,84,79,83,83,84,83,92,72,72,76,90,90,87,80,71,87,84,81,84,81,85,82,82,82,80,73,71,78,82,81,92,80,76,79,71,81,71,81,82,81,80,81,74,85,83,81,72,71,70,71,81,67,81,81,0,About right,Ohio,Michigan,Missouri
300,1432,Female,45-54,Alabama,Freshman (1 year of college),1,High,T1 HC,82,81,61,20,19,40,80,81,20,20,82,48,48,19,81,61,50,53,61,61,40,41,47,50,48,49,53,52,40,53,81,82,20,81,50,47,50,48,81,50,82,52,81,20,81,20,82,41,40,22,81,50,50,32,81,19,82,19,64,81,30,25,71,68,29,50,61,39,54,60,67,40,74,20,81,38,79,29,1,About right,Ohio,Michigan,Missouri
301,518,Female,35-44,Texas,Senior (4 years of college),1,Low,T1 LC,19,29,60,72,81,50,34,24,50,81,13,40,39,66,29,23,25,100,60,70,34,37,10,20,81,19,71,50,81,91,66,24,70,50,4,75,26,18,75,71,28,76,40,60,35,80,9,35,29,71,29,50,50,90,26,80,40,50,14,33,81,34,70,30,75,82,55,38,71,32,13,86,23,80,80,74,50,81,3,Fairly generous,Ohio,Michigan,Missouri
302,408,Male,25-34,Texas,Senior (4 years of college),1,Low,T1 LC,50,51,50,50,50,50,81,29,41,81,43,50,50,60,50,50,50,50,81,50,50,81,47,50,50,54,50,50,50,50,81,50,50,81,45,50,50,56,50,50,50,50,81,50,50,81,50,50,50,50,50,50,50,50,82,50,50,81,50,50,50,50,50,50,50,50,81,50,50,82,50,50,50,50,50,50,50,50,2,Fairly generous,Ohio,Michigan,Missouri
